series id,Name,Rarity,Price,Image
0,Deoxys,Holo Rare,$0.35,https://tcgplayer-cdn.tcgplayer.com/product/253293_25w.jpg
0,Diggersby,Uncommon,$0.05,https://tcgplayer-cdn.tcgplayer.com/product/253314_25w.jpg
0,Dragapult,Holo Rare,$0.33,https://tcgplayer-cdn.tcgplayer.com/product/253327_25w.jpg
0,Drednaw,Uncommon,$0.07,https://tcgplayer-cdn.tcgplayer.com/product/253235_25w.jpg
0,Drilbur,Common,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253361_25w.jpg
0,Dunsparce,Uncommon,$0.05,https://tcgplayer-cdn.tcgplayer.com/product/253302_25w.jpg
0,Eelektrik,Uncommon,$0.06,https://tcgplayer-cdn.tcgplayer.com/product/253252_25w.jpg
0,Eevee,Common,$0.07,https://tcgplayer-cdn.tcgplayer.com/product/253300_25w.jpg
0,Electrode,Rare,$0.08,https://tcgplayer-cdn.tcgplayer.com/product/253244_25w.jpg
0,Elesa's Sparkle (Full Art),Ultra Rare,$13.65,https://tcgplayer-cdn.tcgplayer.com/product/253161_25w.jpg
0,Espeon VMAX (Alternate Art Secret),Secret Rare,$92.25,https://tcgplayer-cdn.tcgplayer.com/product/253265_25w.jpg
0,Falinks (154),Uncommon,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253368_25w.jpg
0,Farewell Bell,Uncommon,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253107_25w.jpg
0,Fire Energy (Secret),Secret Rare,$14.05,https://tcgplayer-cdn.tcgplayer.com/product/253289_25w.jpg
0,Frosmoth,Uncommon,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253240_25w.jpg
0,Galarian Corsola,Common,$0.06,https://tcgplayer-cdn.tcgplayer.com/product/253283_25w.jpg
0,Galarian Darmanitan,Uncommon,$0.05,https://tcgplayer-cdn.tcgplayer.com/product/253222_25w.jpg
0,Galarian Linoone,Uncommon,$0.14,https://tcgplayer-cdn.tcgplayer.com/product/253374_25w.jpg
0,Galarian Obstagoon,Holo Rare,$0.72,https://tcgplayer-cdn.tcgplayer.com/product/253375_25w.jpg
0,Galarian Zigzagoon,Common,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253373_25w.jpg
0,Genesect V,Ultra Rare,$6.91,https://tcgplayer-cdn.tcgplayer.com/product/253333_25w.jpg
0,Genesect V (Full Art),Ultra Rare,$15.08,https://tcgplayer-cdn.tcgplayer.com/product/253154_25w.jpg
0,Gengar VMAX,Ultra Rare,$15.11,https://tcgplayer-cdn.tcgplayer.com/product/253371_25w.jpg
0,Geodude,Common,$0.06,https://tcgplayer-cdn.tcgplayer.com/product/253339_25w.jpg
0,Gliscor,Uncommon,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253350_25w.jpg
0,Goodra,Rare,$0.14,https://tcgplayer-cdn.tcgplayer.com/product/253357_25w.jpg
0,Gorebyss,Rare,$0.15,https://tcgplayer-cdn.tcgplayer.com/product/253210_25w.jpg
0,Granbull,Rare,$0.12,https://tcgplayer-cdn.tcgplayer.com/product/253282_25w.jpg
0,Grass Energy (Secret),Secret Rare,$10.90,https://tcgplayer-cdn.tcgplayer.com/product/253287_25w.jpg
0,Greedent V,Ultra Rare,$1.16,https://tcgplayer-cdn.tcgplayer.com/product/253316_25w.jpg
0,Greedent V (Full Art),Ultra Rare,$4.07,https://tcgplayer-cdn.tcgplayer.com/product/253156_25w.jpg
0,Greedent VMAX (Secret),Secret Rare,$8.14,https://tcgplayer-cdn.tcgplayer.com/product/253270_25w.jpg
0,Grimmsnarl,Holo Rare,$0.26,https://tcgplayer-cdn.tcgplayer.com/product/253392_25w.jpg
0,Grubbin,Common,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253098_25w.jpg
0,Hawlucha,Uncommon,$0.05,https://tcgplayer-cdn.tcgplayer.com/product/253315_25w.jpg
0,Heliolisk,Uncommon,$0.06,https://tcgplayer-cdn.tcgplayer.com/product/253255_25w.jpg
0,Hoopa V (Full Art),Ultra Rare,$4.53,https://tcgplayer-cdn.tcgplayer.com/product/253152_25w.jpg
0,Impidimp,Common,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253390_25w.jpg
0,Inteleon V,Ultra Rare,$2.24,https://tcgplayer-cdn.tcgplayer.com/product/253232_25w.jpg
0,Inteleon VMAX (Alternate Art Secret),Secret Rare,$33.21,https://tcgplayer-cdn.tcgplayer.com/product/253171_25w.jpg
0,Judge,Uncommon,$0.15,https://tcgplayer-cdn.tcgplayer.com/product/253110_25w.jpg
0,Kangaskhan,Rare,$0.11,https://tcgplayer-cdn.tcgplayer.com/product/253298_25w.jpg
0,Landorus,Holo Rare,$0.17,https://tcgplayer-cdn.tcgplayer.com/product/253362_25w.jpg
0,Latias,Rare,$0.17,https://tcgplayer-cdn.tcgplayer.com/product/253349_25w.jpg
0,Leavanny,Rare,$0.15,https://tcgplayer-cdn.tcgplayer.com/product/253081_25w.jpg
0,Lucario V,Ultra Rare,$1.16,https://tcgplayer-cdn.tcgplayer.com/product/253360_25w.jpg
0,Luxray,Rare,$0.14,https://tcgplayer-cdn.tcgplayer.com/product/253249_25w.jpg
0,Makuhita,Common,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253352_25w.jpg
0,Mankey,Common,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253334_25w.jpg
0,Maractus,Rare,$0.12,https://tcgplayer-cdn.tcgplayer.com/product/253086_25w.jpg
0,Marshtomp,Uncommon,$0.09,https://tcgplayer-cdn.tcgplayer.com/product/253201_25w.jpg
0,Melmetal,Holo Rare,$0.20,https://tcgplayer-cdn.tcgplayer.com/product/253340_25w.jpg
0,Meltan,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253338_25w.jpg
0,Metapod,Uncommon,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253072_25w.jpg
0,Mew V (Alternate Full Art),Ultra Rare,$52.41,https://tcgplayer-cdn.tcgplayer.com/product/253147_25w.jpg
0,Mew VMAX,Ultra Rare,$27.22,https://tcgplayer-cdn.tcgplayer.com/product/253275_25w.jpg
0,Mew VMAX (Secret),Secret Rare,$56.60,https://tcgplayer-cdn.tcgplayer.com/product/253176_25w.jpg
0,Morgrem,Uncommon,$0.08,https://tcgplayer-cdn.tcgplayer.com/product/253391_25w.jpg
0,Morpeko (179),Common,$0.08,https://tcgplayer-cdn.tcgplayer.com/product/253393_25w.jpg
0,Munna,Common,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253294_25w.jpg
0,Ninetales (30),Uncommon,$0.07,https://tcgplayer-cdn.tcgplayer.com/product/253126_25w.jpg
0,Onix,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253343_25w.jpg
0,Palossand,Rare,$0.09,https://tcgplayer-cdn.tcgplayer.com/product/253313_25w.jpg
0,Pangoro,Uncommon,$0.06,https://tcgplayer-cdn.tcgplayer.com/product/253388_25w.jpg
0,Pansage,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253077_25w.jpg
0,Persian,Uncommon,$0.07,https://tcgplayer-cdn.tcgplayer.com/product/253292_25w.jpg
0,Pikachu V,Ultra Rare,$1.22,https://tcgplayer-cdn.tcgplayer.com/product/253241_25w.jpg
0,Power Tablet,Uncommon,$0.19,https://tcgplayer-cdn.tcgplayer.com/product/253111_25w.jpg
0,Primeape,Uncommon,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253337_25w.jpg
0,Quick Ball,Uncommon,$0.35,https://tcgplayer-cdn.tcgplayer.com/product/253112_25w.jpg
0,Rillaboom V,Ultra Rare,$0.92,https://tcgplayer-cdn.tcgplayer.com/product/253113_25w.jpg
